direccion,latitude,longitude,numero,compromiso,accion
"Mariano Acosta 3673 (esq. Av. Intendente Rabanal, ex Av. Roca)",-34.6667424,-58.44129204,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 06
2 de Abril de 1982 Nº 6850,-34.6779195,-58.49127723,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 07
Osvaldo Cruz 3485,-34.6558444,-58.39526823,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 08
Irala 1254,-34.6401071,-58.365908,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 09
Amancio Alcorta 1402,-34.6334209,-58.3834951,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 10
Agüero 940,-34.5988478,-58.410688,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 11
Olazábal 3960,-34.5698991,-58.4741815,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 12
Directorio 4210,-34.6444,-58.4832359,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 13
Horacio Casco 4446,-34.6603248,-58.4742515,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 14
Humberto 1° 470,-34.6208865,-58.3724546,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 15
Osvaldo Cruz 2055,-34.6518264,-58.374678,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 16
El Salvador 4087,-34.592602,-58.4203307,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 17
Batlle Ordoñez 5080,-34.6737812,-58.46801,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 18
Curapaligüe 1905,-34.6434765,-58.4418865,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 19
Ana María Janer y Charrúa 2330 (Villa 1 11 14),-34.6493682,-58.4380959,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 20
Gendarmería Nacional 522,-34.5846905,-58.3732456,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 21
Guzmán 90,-34.600815,-58.459387,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 22
Martínez Castro y Laguna (Pasaje L),-34.6580708,-58.4556312,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 24
Paseo EE.UU. del Brasil y Avda. Antártida Argentina,-34.5890426,-58.3705607,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 25
Gurruchaga 1939,-34.5872378,-58.4256441,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 26
Arias 3783,-34.5476472,-58.4868366,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 27
Cafayate 5388 (detrás de la E 15 DE 21),-34.6884083,-58.4635727,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 28
Av. Dellepiane 6999,-34.6846533,-58.4847589,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 29
Amancio Alcorta e Iguazú,-34.6498751,-58.4046162,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 30
Ana Maria Janer y Agustin De Vedia,-34.6458306,-58.4336749,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 31
Charrua 2900,-34.6541336,-58.4311153,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 32
Córdoba 5741,-34.5863727,-58.4416171,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 33
Gral. José G. Artigas 2262,-34.6066397,-58.4782568,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 34
Osvaldo Cruz y Zavaleta,-34.6565602,-58.3990923,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 35
Mercedes 1371/79,-34.621788,-58.4917474,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 36
Av. Corrales 6476 y Lisandro de la Torre,-34.6622074,-58.4997569,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 37
Medrano 350,-34.6065882,-58.4215702,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 38
24 de November 1679,-34.6309329,-58.4099896,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 39
Esteban Bonorino 1729,-34.6449084,-58.4458598,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 40
Ministro Brin 843,-34.6313267,-58.3579248,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 41
Fonrouge 4377,-34.677153,-58.46726,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 43
Saraza 4202,-34.6607303,-58.4673635,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 44
Cochabamba 2622,-34.6254581,-58.402252,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 45
,-34.670808,-58.493537,49,Mudar el Ministerio de Desarrollo Humano al predio del Elefante Blanco (2019),Elefante Blanco
,-34.584675,-58.377064,24,Mudar el Ministerio de Educación al Barrio 31 (2019),Ministerio de Educación
Av. Uruguay 740,-34.599847,-58.387107,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 1
Pres. José E. Uriburu 1022,-34.596652,-58.398936,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 2
Junín 524,-34.602915,-58.396823,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 3
SUAREZ AV. 2032,-34.64167,-58.378699,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Subsede Comunal 4
Carlos Calvo 3307,-34.622756,-58.412494,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 5
Patricias Argentinas 277,-34.606003,-58.432633,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 6
Av. Rivadavia 7202,-34.630223,-58.466936,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 7
Av. Roca 5252,-34.684862,-58.455141,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 8
Timoteo Gordillo 2212,-34.659611,-58.504982,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 9
Bacacay 3968,-34.631926,-58.483501,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 10
Av. Beiró 4680,-34.608828,-58.516296,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 11
Holmberg 2548,-34.568403,-58.477919,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 12
Av. Cabildo 3067,-34.553653,-58.463612,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 13
Beruti 3325,-34.587156,-58.409308,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 14
Av. Córdoba 5690,-34.587038,-58.44144,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 15
,-34.672645,-58.45114,8,Transformar la Villa Olímpica en 1.200 viviendas (2019),Construcción de viviendas
Velez Sarsfield 1271,-34.6492763,-58.3893777,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 01
Terrada 5850,-34.5765506,-58.509505,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 02
Soldado de la Frontera 5144,-34.68433,-58.4639934,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 03
Av. J. B. Alberdi 6300,-34.6556234,-58.5069129,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 04
Av. Piedra Buena 3140,-34.6710389,-58.4945117,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 05
"Mariano Acosta 3673 (esq. Av. Intendente Rabanal, ex Av. Roca)",-34.6667424,-58.441292,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 06
2 de Abril de 1982 Nº 6850,-34.6779195,-58.4912772,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 07
Osvaldo Cruz 3485,-34.6558444,-58.3952682,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 08
Irala 1254,-34.6401071,-58.365908,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 09
Amancio Alcorta 1402,-34.6334209,-58.3834951,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 10
Agüero 940,-34.5988478,-58.410688,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 11
Olazábal 3960,-34.5698991,-58.4741815,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 12
Directorio 4210,-34.6444,-58.4832359,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 13
Horacio Casco 4446,-34.6603248,-58.4742515,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 14
Humberto 1° 470,-34.6208865,-58.3724546,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 15
Osvaldo Cruz 2055,-34.6518264,-58.374678,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 16
El Salvador 4087,-34.592602,-58.4203307,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 17
Batlle Ordoñez 5080,-34.6737812,-58.46801,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 18
Curapaligüe 1905,-34.6434765,-58.4418865,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 19
Ana María Janer y Charrúa 2330 (Villa 1 11 14),-34.6493682,-58.4380959,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 20
Gendarmería Nacional 522,-34.5846905,-58.3732456,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 21
Guzmán 90,-34.600815,-58.459387,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 22
Martínez Castro y Laguna (Pasaje L),-34.6580708,-58.4556312,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 24
Paseo EE.UU. del Brasil y Avda. Antártida Argentina,-34.5890426,-58.3705607,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 25
Gurruchaga 1939,-34.5872378,-58.4256441,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 26
Arias 3783,-34.5476472,-58.4868366,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 27
Cafayate 5388 (detrás de la E 15 DE 21),-34.6884083,-58.4635727,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 28
Av. Dellepiane 6999,-34.6846533,-58.4847589,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 29
Amancio Alcorta e Iguazú,-34.6498751,-58.4046162,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 30
Ana Maria Janer y Agustin De Vedia,-34.6458306,-58.4336749,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 31
Charrua 2900,-34.6541336,-58.4311153,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 32
Córdoba 5741,-34.5863727,-58.4416171,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 33
Gral. José G. Artigas 2262,-34.6066397,-58.4782568,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 34
Osvaldo Cruz y Zavaleta,-34.6565602,-58.3990923,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 35
Mercedes 1371/79,-34.621788,-58.4917474,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 36
Av. Corrales 6476 y Lisandro de la Torre,-34.6622074,-58.4997569,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 37
Medrano 350,-34.6065882,-58.4215702,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 38
24 de November 1679,-34.6309329,-58.4099896,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 39
Esteban Bonorino 1729,-34.6449084,-58.4458598,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 40
Ministro Brin 843,-34.6313267,-58.3579248,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 41
Fonrouge 4377,-34.677153,-58.46726,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 43
Saraza 4202,-34.6607303,-58.4673635,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 44
Cochabamba 2622,-34.6254581,-58.402252,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 45
Carhué y Av. de los Corrales,-34.665652,-58.504299,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC  COI
Av. Perito Moreno y Av. Gral. Francisco Fernández de la Cruz,-34.650352,-58.431312,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC XX COMUNA 7
,,,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC Santander
Avenida Pichincha 1765,-34.629879,-58.396532,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 11 (Pepa Gaitán)
Avenida Francisco Fernández de la Cruz 4208,-34.671461,-58.456996,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 1
Humberto 1º 470,-34.620661,-58.372305,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 10
Piedras 1281,-34.623197,-58.377534,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 2
Avenida Francisco Beiró 5229,-34.613214,-58.524256,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 3
Hipólito Yrigoyen 3202,-34.612105,-58.411789,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 4
Salguero 765,-34.60127,-58.419021,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 5
24 de November 0113,-34.612105,-58.411789,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 6
Lautaro 188,-34.62942,-58.456517,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 7
Fragata Pres. Sarmiento 889,-34.61385,-58.453319,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 8
Zapiola 4583,-34.544393,-58.478845,35,Un Centro Integral de la Mujer por Comuna (2019),CIM
,-34.61827997,-58.43642853,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - ACOYTE
,-34.60983358,-58.40120753,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - ALBERTI
,-34.62666659,-58.4567098,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - CARABOBO
,-34.61177023,-58.42181567,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - CASTRO BARROS
,-34.60922568,-58.39266882,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - CONGRESO
,-34.60909981,-58.3822324,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - LIMA
,-34.61078169,-58.41518571,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - LORIA
,-34.60964596,-58.39842699,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PASCO
,-34.60855907,-58.37426773,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PERU
,-34.60888172,-58.37908515,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PIEDRAS
,-34.60881031,-58.3709685,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PLAZA DE MAYO
,-34.60981725,-58.40670712,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PLAZA DE MISERERE
,-34.62040521,-58.44117763,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PRIMERA JUNTA
,-34.62352895,-58.44864765,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PUAN
,-34.61520561,-58.42950032,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - RIO DE JANEIRO
,-34.60941259,-58.38677719,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - SAENZ PEÑA
,-34.62908723,-58.46354051,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - SAN JOSÉ DE FLORES
,-34.63070709,-58.46963963,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - SAN PEDRITO
,-34.60216223,-58.43127386,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - ANGEL GALLARDO
,-34.60363711,-58.38071485,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - C. PELLEGRINI
,-34.60441954,-58.39231424,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - CALLAO
,-34.60407952,-58.4117626,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - CARLOS GARDEL
,-34.58124885,-58.47424083,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - DE LOS INCAS -PQUE. CHAS
,-34.59171815,-58.44757309,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - DORREGO
,-34.57779738,-58.4810135,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - ECHEVERRÍA
,-34.58719785,-58.45502929,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - FEDERICO LACROZE
,-34.57431891,-58.48638535,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - JUAN MANUEL DE ROSAS
,-34.6029895,-58.36992985,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - LEANDRO N. ALEM
,-34.59896736,-58.4397715,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - MALABIA - OSVALDO PUGLIESE
,-34.6031649,-58.42096247,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - MEDRANO
,-34.60464297,-58.39947426,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - PASTEUR - AMIA
,-34.60458106,-58.40539944,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - PUEYRREDON
,-34.58409462,-58.4662272,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - TRONADOR - VILLA ORTÚZAR
,-34.60409355,-58.38729613,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - URUGUAY
,-34.60329729,-58.37507152,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B -FLORIDA
,-34.62191673,-58.37992118,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C - SAN JUAN
,-34.5950574,-58.37781905,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C - SAN MARTIN
,-34.60898331,-58.38061072,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -AV. DE MAYO
,-34.62761945,-58.38143443,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -CONSTITUCION
,-34.60484374,-58.37952998,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -DIAGONAL NORTE
,-34.6181256,-58.38017361,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -INDEPENDENCIA
,-34.60176992,-58.37815578,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -LAVALLE
,-34.61261728,-58.38044447,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -MORENO
,-34.59119381,-58.37401822,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -RETIRO
,-34.6042452,-58.38057434,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - 9 DE JULIO
,-34.58823711,-58.4112939,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - BULNES
,-34.59963955,-58.39312518,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - CALLAO
,-34.60780234,-58.37395581,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - CATEDRAL
,-34.55564177,-58.46237841,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - CONGRESO DE TUCUMAN
,-34.56621524,-58.4521256,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - JOSE HERNANDEZ
,-34.56230909,-58.45648913,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - JURAMENTO
,-34.57517836,-58.43501353,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - MINISTRO CARRANZA
,-34.57001231,-58.44466815,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - OLLEROS
,-34.59442572,-58.40239534,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - PUEYRREDON
,-34.59162784,-58.40716132,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D -AGÜERO
,-34.59975708,-58.39792376,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D -FACULTAD DE MEDICINA
,-34.57842202,-58.42571144,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D -PALERMO
,-34.58141119,-58.42119601,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D -PLAZA ITALIA
,-34.58515594,-58.41595542,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D -R.SCALABRINI ORTIZ
,-34.60158717,-58.38514236,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D -TRIBUNALES
,-34.62701547,-58.42678902,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - AV. LA PLATA
,-34.61284911,-58.37758089,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - BELGRANO
,-34.62536611,-58.41553282,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - BOEDO
,-34.60924243,-58.37368422,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - BOLIVAR
,-34.63104184,-58.44217071,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - EMILIO MITRE
,-34.62271967,-58.3915117,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - ENTRE RIOS - RODOLFO WALSH
,-34.61793739,-58.38153494,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - INDEPENDENCIA
,-34.62801755,-58.43381625,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - JOSE MARIA MORENO
,-34.62386571,-58.40293658,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - JUJUY
,-34.63638919,-58.45027826,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - MEDALLA MILAGROSA
,-34.62310987,-58.39706807,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - PICHINCHA
,-34.64331216,-58.46165176,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - PLAZA DE LOS VIRREYES - EVA PERON
,-34.62233949,-58.38514855,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - SAN JOSE
,-34.62465379,-58.40939078,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - URQUIZA
,-34.64013735,-58.45789176,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - VARELA
,-34.63575018,-58.39892759,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - CASEROS
,-34.59845511,-58.4037215,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - CÓRDOBA
,-34.6044902,-58.40545033,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - CORRIENTES
,-34.64126894,-58.41238515,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - HOSPITALES
,-34.62309232,-58.40232273,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - HUMBERTO 1°
,-34.62937566,-58.40096956,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - INCLAN
,-34.58746155,-58.39721558,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - LAS HERAS
,-34.60893524,-58.40603638,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - ONCE - 30 DE DICIEMBRE
,-34.63840599,-58.40579483,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - PARQUE PATRICIOS
,-34.61524215,-58.40473172,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - VENEZUELA
