direccion,latitude,longitude,numero,compromiso,accion
PLAZA ALMAGRO,-34.60639853,-58.41883221,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA ALMAGRO (17)
AV. 9 DE JULIO Y TTE. GRAL JUAN DOMINGO PERON,-34.6058405,-58.3809896,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - OBELISCO (7)
PERON JUAN ENTRE 25 DE MAYO Y RECONQUISTA,-34.60549118,-58.37159486,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PERON (48)
MAIPU Y SARMIENTO,-34.60536887,-58.37659603,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MAIPU (36)
MACACHA GUEMES Y JUANA MANSO,-34.60496916,-58.36299966,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MACACHA GUEMES (111)
BILLINGHURST 455 Y VALENTIN GOMEZ,-34.60463523,-58.4157587,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - BILLINGHURST Y VALENTIN GOMEZ (143)
"SARMIENTO 481, ENTRE RECONQUISTA Y SAN MARTIN",-34.60439806,-58.3733711,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SARMIENTO (40)
PLAZA HIPOLITO BOUCHARD - AV EDUARDO MADERO Y PERON JUAN,-34.60412886,-58.36823197,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA HIPOLITO BOUCHARD (128)
ESMERALDA Y AV CORRIENTES,-34.60371878,-58.37810664,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ESMERALDA Y CORRIENTES (175)
PADILLA Y WARNES AV,-34.60316236,-58.43970922,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PADILLA (31)
AV CORRIENTES Y SAN MARTIN,-34.60312087,-58.37367608,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CORRIENTES (132)
LAVALLE ENTTRE MONTEVIDEO Y PARANA,-34.60300444,-58.38841509,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PARANA (83)
AV. ROQUE SAENZ PEÑA 1149 ENTRE LIBERTAD Y CERRITO,-34.60299577,-58.38284297,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CERRITO (71)
AYACUCHO 595 ENTRE TUCUMAN Y LAVALLE,-34.60229012,-58.39547166,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - LAVALLE (84)
ESMERALDA 510,-34.6020919,-58.37817354,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ESMERALDA (95)
HUMAHUACA 3918,-34.60205792,-58.41967786,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HUMAHUACA (161)
BOULOGNE SUR MER Y TUCUMAN,-34.60177971,-58.40579041,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PUEYRREDON (144)
GUARDIA VIEJA 3606 ENTRE BILLINGHURST Y MARIO BRAVO,-34.6017606,-58.4154594,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GUARDIA VIEJA (110)
LAVALLE Y BOUCHARD,-34.60172109,-58.36895038,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA ROMA (4)
25 DE MAYO Y LAVALLE,-34.6016385,-58.37115547,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - 25 DE MAYO (60)
TUCUMAN Y URUGUAY,-34.60161603,-58.38691266,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - URUGUAY (45)
TUCUMAN Y CERRITO,-34.60158617,-58.38244877,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - TUCUMAN (51)
TRIBUNALES,-34.60131281,-58.38502161,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - TRIBUNALES (11)
EMMA DE LA BARRA Y JUANA MANSO,-34.60100069,-58.36360359,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - JUANA MANSO (26)
YATAY 925 ENTRE HUMAHUACA Y GUARDIA VIEJA,-34.60081839,-58.42826759,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - YATAY (121)
SUIPACHA Y VIAMONTE,-34.60029578,-58.37956612,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SUIPACHA (23)
GALLO Y TUCUMAN,-34.60022486,-58.41210472,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GALLO (154)
VELASCO 285 ENTRE JULIAN ALVAREZ Y LAVALLEJA,-34.60016466,-58.43495487,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - VELASCO (129)
ACEVEDO Y PADILLA,-34.59981257,-58.44290127,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ACEVEDO (136)
"SAN MARTIN 710, ENTRE VIAMONTE Y CORDOBA",-34.59957943,-58.37415729,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GALERIAS PACIFICO (34)
AV. CORDOBA Y MONTEVIDEO,-34.59956788,-58.389896,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MONTEVIDEO (27)
VIAMONTE 101 Y BOUCHARD,-34.59933746,-58.36962171,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - BOUCHARD (55)
PLAZA HOUSSAY,-34.59918985,-58.39852145,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA HOUSSAY (43)
LAVALLE Y ACUÑA DE FIGUEROA,-34.59822218,-58.42170461,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ACUÑA DE FIGUEROA (54)
URIBURU Y MARCELO T. DE ALVEAR,-34.59712661,-58.39871709,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - FACULTAD DE MEDICINA (33)
CERRITO Y MARCELO T. DE ALVEAR,-34.59699018,-58.38289538,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA LIBERTAD (38)
LERMA 185 Y JULIAN ALVAREZ,-34.59669374,-58.42959068,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - LERMA (109)
MARCELO T DE ALVEAR Y SUIPACHA,-34.59645576,-58.37976485,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MARCELO T. DE ALVEAR (135)
MALABIA 780 Y LOYOLA,-34.59628054,-58.43561549,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MALABIA (99)
SAN MARTIN 1031,-34.59588144,-58.3742823,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RICARDO ROJAS (53)
ECUADOR 1200 Y MANSILLA,-34.59586235,-58.40435606,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ECUADOR (69)
PLAZA SAN MARTIN,-34.59540479,-58.37754893,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA SAN MARTIN (19)
CARLOS M. DELLA PAOLERA 297 ENTRE LEANDRO N ALEM Y EDUARDO MADERO,-34.5947531,-58.37253506,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - DELLA PAOLERA (114)
DE LA CARCOVA 3508,-34.59462914,-58.41385893,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - BILLINGHURST (66)
AGUERO Y MANSILLA,-34.59461611,-58.409034,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - AGÜERO (85)
RIOBAMBA Y JUNCAL,-34.59414903,-58.39443968,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RIOBAMBA (64)
PLAZA VICENTE LOPEZ,-34.59317728,-58.38894887,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA VICENTE LOPEZ (12)
VILLARROEL Y HUMBOLDT,-34.59283921,-58.44509866,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - VILLARROEL (185)
CASTILLO 815 ENTRE THAMES Y SERRANO,-34.59270672,-58.43677115,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CASTILLO (100)
BILLINGHURST 1533 Y MANSILLA,-34.59269661,-58.41191367,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - BILLINGHURST Y MANSILLA (181)
ARAOZ 1413 ENTRE GORRITI Y HONDURAS,-34.59267251,-58.42581644,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARAOZ (70)
AV. DR.JOSE RAMOS MEJIA Y DEL LIBERTADOR AV,-34.59258881,-58.37482179,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RETIRO (2)
PLAZA FUERZA AEREA: AV. DR. J. RAMOS MEJIA Y AV DEL LIBERTADOR,-34.59194086,-58.3742851,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RETIRO II (130)
PLAZA FUERZA AEREA: AV. DR. J. RAMOS MEJIA Y AV DEL LIBERTADOR,-34.59184649,-58.37421003,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RETIRO III (131)
GUZMAN Y LEIVA,-34.59181912,-58.44944206,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GUZMAN (94)
COSTA RICA 4090 Y ACUÑA DE FIGUEROA,-34.59162446,-58.42040744,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - COSTA RICA (122)
ARROYO Y SUIPACHA,-34.59141569,-58.38033824,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARROYO (78)
AZCUENAGA Y PEÑA,-34.59039361,-58.39737836,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PEÑA (30)
GÑEMES 3328 Y CORONEL DIAZ,-34.59022448,-58.41149532,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CORONEL DIAZ (59)
SALGUERO JERONIMO Y MANSILLA,-34.58952073,-58.41606502,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA GUEMES (25)
COSTA RICA Y MALABIA,-34.58937118,-58.42507243,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA PALERMO VIEJO (56)
VICENTE LOPEZ 2050 ENTRE JUNIN Y URIBURU,-34.58914974,-58.39331745,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CEMENTERIO DE LA RECOLETA (166)
FITZ ROY 1092 Y LOYOLA,-34.58904915,-58.4424227,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - FITZ ROY (101)
PLAZA EMILIO MITRE - LARREA Y PACHECO DE MELO,-34.58833959,-58.39766869,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - EMILIO MITRE (119)
MANUEL QUINTANA 600,-34.58781205,-58.39078628,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - QUINTANA (115)
AV CORRIENTES 6800 Y FEDERICO LACROZE,-34.58754836,-58.45506219,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - FEDERICO LACROZE (104)
GÑEMES 3822 ENTRE JULIAN ALVAREZ Y ARAOZ,-34.58721574,-58.41593968,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - JULIAN ALVAREZ (65)
JUAN MARIA GUTIERREZ ENTRE AGUERO Y LAPRIDA,-34.58711721,-58.39936857,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GUTIERREZ (90)
GUATEMALA 4799 ENTRE J.L. BORGES Y GURRUCHAGA,-34.58566944,-58.42520466,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GUATEMALA (113)
ARMENIA 2393 Y CHARCAS,-34.58542422,-58.42104415,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARMENIA (123)
PARQUE LAS HERAS,-34.58391457,-58.40714467,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PARQUE LAS HERAS (9)
LUCENA PEREYRA 2516 ENTRE LAS HERAS Y PAGANO,-34.58367733,-58.40114778,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL RIVADAVIA (50)
AV. PRES.FIGUEROA ALCORTA Y  JUAN A.BIBILONI,-34.58313308,-58.39245207,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - FACULTAD DE DERECHO (1)
CABELLO ENTRE CNEL DIAZ Y ORTIZ DE OCAMPO,-34.58247238,-58.4053127,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CABELLO (89)
UGARTECHE ENTRE CABELLO Y LAS HERAS,-34.58108161,-58.41231356,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - UGARTECHE (124)
RAVIGNANI 1883 Y COSTA RICA,-34.58046947,-58.43783661,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RAVIGNANI (145)
AV. SANTA FE Y AV. SARMIENTO,-34.58012734,-58.42099704,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA ITALIA (5)
ZAPIOLA Y DORREGO,-34.58003612,-58.44178851,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - DISTRITO AUDIOVISUAL (20)
RAVIGNANI 2171 Y GUATEMALA,-34.57819095,-58.43523361,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RAVIGNANI Y GUATEMALA (182)
PACIFICO,-34.5777875,-58.42631986,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PACIFICO (14)
AV FIGUEROA ALCORTA Y SAN MARTIN DE TOURS,-34.57741462,-58.40353315,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MALBA (103)
AV DEL LIBERTADOR Y AV SARMIENTO,-34.57548532,-58.41459488,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ZOOLOGICO (44)
GODOY CRUZ 3291 ENTRE AV DEL LIBERTADOR Y SEGUI,-34.57296237,-58.42021025,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GODOY CRUZ Y LIBERTADOR (160)
GRAL URQUIZA Y RONDEAU,-34.63651941,-58.40759198,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - URQUIZA (41)
LAS CASAS 3587 ENTRE AV. BOEDO Y ALZAGA,-34.63514804,-58.41577504,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - LAS CASAS (140)
HOSPITAL GARRAHAN: AV BRASIL Y PICHINCHA,-34.63043769,-58.39594436,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL GARRAHAN (107)
PERU 490 Y VENEZUELA,-34.61365039,-58.3745525,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - VENEZUELA (72)
RIVADAVIA Y CARLOS PELLEGRINI,-34.60823179,-58.38091227,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RIVADAVIA Y 9 DE JULIO (191)
AYACUCHO ENTRE PERON JUAN Y BARTOLOME MITRE,-34.60757265,-58.39492731,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - AYACUCHO (76)
RAWSON ENTRE POTOSI Y DIAZ VELEZ,-34.6074295,-58.42626664,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL ITALIANO (82)
"AV. PATRICIAS ARGENTINAS 401, ENTRE JUANA DE IBARBOUROU Y AV. MACHADO",-34.60457178,-58.4342428,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - INSTITUTO LELOIR (74)
GUARDIA VIEJA 3302,-34.60289114,-58.41158489,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CARLOS GARDEL (96)
MAIPU 820,-34.59851552,-58.37690072,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CORDOBA (62)
ING. BUTTY Y LEANDRO N. ALEM,-34.59632739,-58.37185787,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - INGENIERO BUTTY (35)
ARENALES Y CERRITO,-34.59409984,-58.38257046,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARENALES (22)
NICARAGUA 5690 ENTRE BONPLAND Y FITZ ROY,-34.58103992,-58.43438251,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - NICARAGUA (133)
SANTA FE 5327 ENTRE DORREGO Y AREVALO,-34.57518967,-58.43462632,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MINISTRO CARRANZA (58)
HIPOLITO YRIGOYEN ENTRE MUÑIZ Y LA PLATA,-34.61506435,-58.42878106,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HIPOLITO YRIGOYEN (167)
ROQUE SAENZ PEÑA Y SUIPACHA,-34.60464174,-58.37965184,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - DIAGONAL NORTE (42)
RECONQUISTA 716 Y AV CORDOBA,-34.59946925,-58.37272352,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RECONQUISTA (63)
AUSTRIA 2080 ENTRE FRENCH Y JUNCAL,-34.58819146,-58.40436108,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - AUSTRIA Y FRENCH (200)
ESTADOS UNIDOS 3568 ENTRE BOEDO Y MAZA,-34.62243894,-58.41588155,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ESTADOS UNIDOS Y BOEDO (199)
CATULO CASTILLO 2896 Y DEAN FUNES,-34.63438001,-58.40413806,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL SARDA (198)
QUINTINO BOCAYUVA Y DON BOSCO,-34.61359626,-58.42348086,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - QUINTINO BOCAYUVA (197)
PI Y MARGALL 750 ENTRE NECOCHEA Y ALTE. BROWN,-34.62777634,-58.36601905,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL ARGERICH (196)
AV JUAN DE GARAY Y LUIS SAENZ PEÑA,-34.62704914,-58.38745383,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA GARAY (195)
"PERON, JUAN DOMINGO TTE 3989 ENTRE FRANCISCO ACUÑA DE FIGUEROA Y MEDRANO",-34.60595248,-58.42257204,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PERÓN Y ACUÑA DE FIGUEROA (194)
ARENALES 2882 Y AGUERO,-34.59111088,-58.40597385,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARENALES Y AGÜERO (193)
TALCAHUANO 1034 Y MARCELO T DE ALVEAR,-34.5977988,-58.3856151,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - TALCAHUANO (192)
JUNCAL 3320 Y JERONIMO SALGUERO,-34.58507776,-58.41122742,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - JUNCAL (190)
POSADAS 1350 ENTRE MONTEVIDEO Y RODRIGUEZ PEÑA,-34.58847469,-58.38558602,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - POSADAS (189)
ARANGUREN 188 ENTRE PORTUGAL Y EDUARDO ACEVEDO,-34.61079628,-58.43350602,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARANGUREN (188)
CHACO 250,-34.61766675,-58.43179118,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PARQUE RIVADAVIA (187)
ADOLFO ALSINA 2910 Y CATAMARCA,-34.61255129,-58.40714253,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CATAMARCA (186)
"33 ORIENTALES 1439, ENTRE AV. PAVON Y AV. GARAY",-34.63136997,-58.42178258,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PAVÓN Y 33 ORIENTALES (185)
PEDRO ECHAGUE 1878 ENTRE COMBATE DE LOS POZOS Y AV ENTRE RIOS,-34.63067891,-58.39131863,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PEDRO ECHAGUE (184)
MEXICO 1652 ENTRE VIRREY CEVALLOS Y SOLIS,-34.61563763,-58.38969191,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - VIRREY CEVALLOS (183)
CASTRO 680 ENTRE MEXICO Y AGRELO,-34.61980265,-58.42047096,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CASTRO Y MEXICO (179)
JOSE MARMOL 803 Y ESTADOS UNIDOS,-34.62345741,-58.4248666,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - JOSÉ MARMOL (178)
SENILLOSA 989 Y ZUVIRIA,-34.62830921,-58.42795218,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SENILLOSA Y ZUVIRÍA (157)
PLAZA ALEMANIA: DEL LIBERTADOR AV Y CAVIA,-34.57784911,-58.40796556,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA ALEMANIA (156)
PQUE. JOSE E. URIBURU - ALMAFUERTE 300,-34.64172791,-58.4125593,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PARQUE URIBURU (155)
AV BRASIL 1050 Y LIMA,-34.62745541,-58.37910486,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CONSTITUCIÓN I (147)
AV BRASIL 1060 Y LIMA,-34.62749408,-58.37923189,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CONSTITUCIÓN II (148)
ARMENIA 1525 ENTRE GORRITI Y HONDURAS,-34.59055422,-58.4288882,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARMENIA Y GORRITI (142)
SOLIS 225 Y ADOLFO ALSINA,-34.61183795,-58.39041055,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SOLIS Y ALSINA (141)
AZOPARDO 700 Y CHILE,-34.6159264,-58.36747001,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - AZOPARDO Y CHILE (137)
"AV. ROLDAN, BELISARIO Y AV. SARMIENTO",-34.5707414,-58.41129135,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLANETARIO (177)
MARCELO T DE ALVEAR 1698 Y RODRIGUEZ PEÑA,-34.59726147,-58.39154878,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MINISTERIO DE EDUCACIÓN (174)
PASTEUR 501 ENTRE TUCUMAN Y LAVALLE,-34.60324295,-58.39952687,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PASTEUR (171)
SAN LUIS 2862 ENTRE ECUADOR Y BOULOGNE SUR MER,-34.5997327,-58.40596622,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SAN LUIS Y ECUADOR (170)
HIPOLITO YRIGOYEN Y 24 DE NOVIEMBRE,-34.61202003,-58.41192476,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - FACULTAD DE PSICOLOGÍA (169)
PLAZA MONSEÑOR MIGUEL DE ANDREA (ANCHORENA 900),-34.59776358,-58.40785166,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PZA MONSEÑOR M. DE ANCHORENA (165)
BARTOLOME MITRE Y AV PUEYRREDON,-34.60935549,-58.4066168,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ONCE II (163)
LARREA ENTRE BARTOLOME MITRE Y AV RIVADAVIA,-34.6092391,-58.40194517,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - LARREA Y MARTOLOMÉ MITRE (162)
FITZ ROY 1590 Y GORRITI,-34.58503639,-58.43739683,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GORRITI (159)
SANTOS DUMONT 4380 Y OTERO,-34.59221248,-58.45292683,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SANTOS DUMONT Y OTERO (127)
FRAY JUSTO SANTAMARIA DE ORO Y GUATEMALA,-34.58348011,-58.42821717,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - F. J. SANTAMARÍA DE ORO (125)
PERU 1016 ENTRE HUMBERTO PRIMO Y CARLOS CALVO,-34.61994044,-58.37421801,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HUMBERTO PRIMO (117)
BERUTI Y ECUADOR,-34.59210424,-58.40259838,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL ALEMÁN (116)
ROSETI 50 Y AV DORREGO,-34.58643989,-58.44598675,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ROSETI (102)
AV RIVADAVIA Y PARANA,-34.60899159,-58.38765292,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CONGRESO II (39)
ESTADOS UNIDOS Y LIMA,-34.61861996,-58.38128261,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ESTADOS UNIDOS (168)
Velez Sarsfield 1271,-34.6492763,-58.38937768,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 01
Terrada 5850,-34.5765506,-58.50950497,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 02
Soldado de la Frontera 5144,-34.68433,-58.4639934,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 03
Av. J. B. Alberdi 6300,-34.6556234,-58.50691286,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 04
Av. Piedra Buena 3140,-34.6710389,-58.49451168,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 05
